Series;Time;Value
Power;2015-06-06T21:27:05.000Z;1963.45
Power;2015-06-06T21:27:10.000Z;1965.2399999999998
Power;2015-06-06T21:27:15.000Z;1969.1859999999997
Power;2015-06-06T21:27:20.000Z;1968.4524999999999
Power;2015-06-06T21:27:25.000Z;1966.136
Power;2015-06-06T21:27:30.000Z;1965.36
Power;2015-06-06T21:27:35.000Z;1963.45
Power;2015-06-06T21:27:40.000Z;1962.9740000000002
Power;2015-06-06T21:27:45.000Z;1964.3049999999998
Power;2015-06-06T21:27:50.000Z;1966.6100000000001
Power;2015-06-06T21:27:55.000Z;1967.92
Power;2015-06-06T21:28:00.000Z;1967.005
Power;2015-06-06T21:28:05.000Z;1965.0949999999998
Power;2015-06-06T21:28:10.000Z;1965.714
Power;2015-06-06T21:28:15.000Z;1965.716
Power;2015-06-06T21:28:20.000Z;1965.6225
Power;2015-06-06T21:28:25.000Z;1966.134
Power;2015-06-06T21:28:30.000Z;1965.82
Power;2015-06-06T21:28:35.000Z;1962.87
Power;2015-06-06T21:28:40.000Z;1963.0299999999997
Power;2015-06-06T21:28:45.000Z;1961.4775
Power;2015-06-06T21:28:50.000Z;1961.188
Power;2015-06-06T21:28:55.000Z;1961.3474999999999
Power;2015-06-06T21:29:00.000Z;1960.425
Power;2015-06-06T21:29:05.000Z;1961.4775000000002
Power;2015-06-06T21:29:10.000Z;1964.238
Power;2015-06-06T21:29:15.000Z;1966.3474999999999
Power;2015-06-06T21:29:20.000Z;1966.0839999999998
Power;2015-06-06T21:29:25.000Z;1965.2250000000001
Power;2015-06-06T21:29:30.000Z;1964.768
Power;2015-06-06T21:29:35.000Z;1963.2399999999998
Power;2015-06-06T21:29:40.000Z;1961.8049999999998
Power;2015-06-06T21:29:45.000Z;1961.818
Power;2015-06-06T21:29:50.000Z;1962.132
Power;2015-06-06T21:29:55.000Z;1963.0575
Power;2015-06-06T21:30:00.000Z;1963.71
Power;2015-06-06T21:30:05.000Z;1965.768
Power;2015-06-06T21:30:10.000Z;1966.452
Power;2015-06-06T21:30:15.000Z;1965.7549999999997
Power;2015-06-06T21:30:20.000Z;1964.3980000000001
Power;2015-06-06T21:30:25.000Z;1964.6599999999999
Power;2015-06-06T21:30:30.000Z;1964.37
Power;2015-06-06T21:30:35.000Z;1963.0280000000002
Power;2015-06-06T21:30:40.000Z;1963.45
Power;2015-06-06T21:30:45.000Z;1962.03
Power;2015-06-06T21:30:50.000Z;1960.502
Power;2015-06-06T21:30:55.000Z;1961.4125000000001
Power;2015-06-06T21:31:00.000Z;1961.35
Power;2015-06-06T21:31:05.000Z;1961.082
Power;2015-06-06T21:31:10.000Z;1959.082
Power;2015-06-06T21:31:15.000Z;1957.925
Power;2015-06-06T21:31:20.000Z;1955.346
Power;2015-06-06T21:31:25.000Z;1953.65
Power;2015-06-06T21:31:30.000Z;1950.186
Power;2015-06-06T21:31:35.000Z;1948.715
Power;2015-06-06T21:31:40.000Z;1952.556
Power;2015-06-06T21:31:45.000Z;1949.292
Power;2015-06-06T21:31:50.000Z;1951.5374999999997
Power;2015-06-06T21:31:55.000Z;1956.764
Power;2015-06-06T21:32:00.000Z;1956.61
Power;2015-06-06T21:32:05.000Z;1957.2380000000003
Power;2015-06-06T21:32:10.000Z;1950.5525
Power;2015-06-06T21:32:15.000Z;1914.758
Power;2015-06-06T21:32:20.000Z;1898.1760000000002
Power;2015-06-06T21:32:25.000Z;1896.1349999999998
Power;2015-06-06T21:32:30.000Z;1890.438
Power;2015-06-06T21:32:35.000Z;1891.28
Power;2015-06-06T21:32:40.000Z;1892.9750000000004
Power;2015-06-06T21:32:45.000Z;1892.9133333333334
Power;2015-06-06T21:32:50.000Z;1891.018
Power;2015-06-06T21:32:55.000Z;1889.808
Power;2015-06-06T21:33:00.000Z;1887.65
Power;2015-06-06T21:33:05.000Z;1887.38
Power;2015-06-06T21:33:10.000Z;1888.384
Power;2015-06-06T21:33:15.000Z;1890.334
Power;2015-06-06T21:33:20.000Z;1891.1349999999998
Power;2015-06-06T21:33:25.000Z;1887.6979999999999
Power;2015-06-06T21:33:30.000Z;1884.6200000000001
Power;2015-06-06T21:33:35.000Z;1886.54
Power;2015-06-06T21:33:40.000Z;1885.4075
Power;2015-06-06T21:33:45.000Z;1885.12
Power;2015-06-06T21:33:50.000Z;1884.4
Power;2015-06-06T21:33:55.000Z;1885.118
Power;2015-06-06T21:34:00.000Z;1885.54
Power;2015-06-06T21:34:05.000Z;1887.2966666666666
Power;2015-06-06T21:34:10.000Z;1887.12
Power;2015-06-06T21:34:15.000Z;1885.605
Power;2015-06-06T21:34:20.000Z;1882.8039999999999
Power;2015-06-06T21:34:25.000Z;1880.962
Power;2015-06-06T21:34:30.000Z;1881.9225
Power;2015-06-06T21:34:35.000Z;1883.384
Power;2015-06-06T21:34:40.000Z;1884.2800000000002
Power;2015-06-06T21:34:45.000Z;1884.3599999999997
Power;2015-06-06T21:34:50.000Z;1883.8560000000002
Power;2015-06-06T21:34:55.000Z;1881.46
Power;2015-06-06T21:35:00.000Z;1870.275
Power;2015-06-06T21:35:05.000Z;1867.0524999999998
Power;2015-06-06T21:35:10.000Z;1752.4139999999998
Power;2015-06-06T21:35:15.000Z;930.1999999999999
Power;2015-06-06T21:35:20.000Z;182.5
Power;2015-06-06T21:35:25.000Z;131.178
Power;2015-06-06T21:35:30.000Z;131.565
Power;2015-06-06T21:35:35.000Z;131.392
Power;2015-06-06T21:35:40.000Z;131.29749999999999
Power;2015-06-06T21:35:45.000Z;131.12599999999998
Power;2015-06-06T21:35:50.000Z;131.074
Power;2015-06-06T21:35:55.000Z;131.29749999999999
Power;2015-06-06T21:36:00.000Z;131.5
Power;2015-06-06T21:36:05.000Z;131.29749999999999
Power;2015-06-06T21:36:10.000Z;131.07399999999998
Power;2015-06-06T21:36:15.000Z;130.97
Power;2015-06-06T21:36:20.000Z;131.23
Power;2015-06-06T21:36:25.000Z;131.365
Power;2015-06-06T21:36:30.000Z;131.33800000000002
Power;2015-06-06T21:36:35.000Z;131.392
Power;2015-06-06T21:36:40.000Z;131.5
Power;2015-06-06T21:36:45.000Z;131.922
Power;2015-06-06T21:36:50.000Z;132.29
Power;2015-06-06T21:36:55.000Z;132.29
Power;2015-06-06T21:37:00.000Z;132.29
Power;2015-06-06T21:37:05.000Z;132.18599999999998
Power;2015-06-06T21:37:10.000Z;132.095
Power;2015-06-06T21:37:15.000Z;132.082
Power;2015-06-06T21:37:20.000Z;132.238
Power;2015-06-06T21:37:25.000Z;132.16
Power;2015-06-06T21:37:30.000Z;132.18599999999998
Power;2015-06-06T21:37:35.000Z;132.082
Power;2015-06-06T21:37:40.000Z;131.9625
Power;2015-06-06T21:37:45.000Z;131.976
Power;2015-06-06T21:37:50.000Z;131.89499999999998
Power;2015-06-06T21:37:55.000Z;132.03
Power;2015-06-06T21:38:00.000Z;132.03
Power;2015-06-06T21:38:05.000Z;132.03
Power;2015-06-06T21:38:10.000Z;132.095
Power;2015-06-06T21:38:15.000Z;132.134
Power;2015-06-06T21:38:20.000Z;132.16
Power;2015-06-06T21:38:25.000Z;132.238
Power;2015-06-06T21:38:30.000Z;132.29
Power;2015-06-06T21:38:35.000Z;132.0275
Power;2015-06-06T21:38:40.000Z;131.868
Power;2015-06-06T21:38:45.000Z;131.9625
Power;2015-06-06T21:38:50.000Z;132.134
Power;2015-06-06T21:38:55.000Z;132.238
Power;2015-06-06T21:39:00.000Z;132.29
Power;2015-06-06T21:39:05.000Z;132.44600000000003
Power;2015-06-06T21:39:10.000Z;132.42000000000002
Power;2015-06-06T21:39:15.000Z;132.34199999999998
Power;2015-06-06T21:39:20.000Z;132.55
Power;2015-06-06T21:39:25.000Z;132.658
Power;2015-06-06T21:39:30.000Z;132.6175
Power;2015-06-06T21:39:35.000Z;132.658
Power;2015-06-06T21:39:40.000Z;132.766
Power;2015-06-06T21:39:45.000Z;132.6175
Power;2015-06-06T21:39:50.000Z;132.55
Power;2015-06-06T21:39:55.000Z;132.55
Power;2015-06-06T21:40:00.000Z;132.685
Power;2015-06-06T21:40:05.000Z;132.6175
Power;2015-06-06T21:40:10.000Z;128.906
Power;2015-06-06T21:40:15.000Z;76.83000000000001
Power;2015-06-06T21:40:20.000Z;11.23
Power;2015-06-06T21:40:25.000Z;8.43
Power;2015-06-06T21:40:30.000Z;8.43
Power;2015-06-06T21:40:35.000Z;8.43
Power;2015-06-06T21:40:40.000Z;8.43
Power;2015-06-06T21:40:45.000Z;8.43
Power;2015-06-06T21:40:50.000Z;8.43
Power;2015-06-06T21:40:55.000Z;8.637999999999998
Power;2015-06-06T21:41:00.000Z;8.69
Power;2015-06-06T21:41:05.000Z;8.43
Power;2015-06-06T21:41:10.000Z;8.3625
Power;2015-06-06T21:41:15.000Z;5.048
Power;2015-06-06T21:41:20.000Z;1.7180000000000002
Power;2015-06-06T21:41:25.000Z;1.625
Power;2015-06-06T21:41:30.000Z;1.612
Power;2015-06-06T21:41:35.000Z;1.625
Power;2015-06-06T21:41:40.000Z;1.612
Power;2015-06-06T21:41:45.000Z;1.612
Power;2015-06-06T21:41:50.000Z;1.69
Power;2015-06-06T21:41:55.000Z;1.612
Power;2015-06-06T21:42:00.000Z;1.82
Power;2015-06-06T21:42:05.000Z;1.612
Power;2015-06-06T21:42:10.000Z;1.56
Power;2015-06-06T21:42:15.000Z;1.612
Power;2015-06-06T21:42:20.000Z;1.6640000000000001
Power;2015-06-06T21:42:25.000Z;1.625
Power;2015-06-06T21:42:30.000Z;1.6640000000000001
Power;2015-06-06T21:42:35.000Z;1.625
Power;2015-06-06T21:42:40.000Z;1.6640000000000001
Power;2015-06-06T21:42:45.000Z;1.69
Power;2015-06-06T21:42:50.000Z;1.612
Power;2015-06-06T21:42:55.000Z;1.664
Power;2015-06-06T21:43:00.000Z;1.56
Power;2015-06-06T21:43:05.000Z;1.625
Power;2015-06-06T21:43:10.000Z;1.612
Power;2015-06-06T21:43:15.000Z;1.664
Power;2015-06-06T21:43:20.000Z;1.625
Power;2015-06-06T21:43:25.000Z;1.612
Power;2015-06-06T21:43:30.000Z;1.625
Power;2015-06-06T21:43:35.000Z;1.625
Power;2015-06-06T21:43:40.000Z;1.625
Power;2015-06-06T21:43:45.000Z;1.6640000000000001
Power;2015-06-06T21:43:50.000Z;1.6900000000000002
Power;2015-06-06T21:43:55.000Z;1.612
Power;2015-06-06T21:44:00.000Z;1.56
Power;2015-06-06T21:44:05.000Z;1.612
Power;2015-06-06T21:44:10.000Z;1.625
Power;2015-06-06T21:44:15.000Z;1.56
Power;2015-06-06T21:44:20.000Z;1.625
Power;2015-06-06T21:44:25.000Z;1.6640000000000001
Power;2015-06-06T21:44:30.000Z;1.6640000000000001
Power;2015-06-06T21:44:35.000Z;1.56
Power;2015-06-06T21:44:40.000Z;1.612
Power;2015-06-06T21:44:45.000Z;1.625
Power;2015-06-06T21:44:50.000Z;1.6640000000000001
Power;2015-06-06T21:44:55.000Z;1.612
Power;2015-06-06T21:45:00.000Z;1.56
Power;2015-06-06T21:45:05.000Z;1.664
Power;2015-06-06T21:45:10.000Z;1.56
Power;2015-06-06T21:45:15.000Z;6.25
Power;2015-06-06T21:45:20.000Z;17.195999999999998
Power;2015-06-06T21:45:25.000Z;16.932000000000002
Power;2015-06-06T21:45:30.000Z;19.125
Power;2015-06-06T21:45:35.000Z;16.666
Power;2015-06-06T21:45:40.000Z;11.600000000000001
Power;2015-06-06T21:45:45.000Z;11.28
Power;2015-06-06T21:45:50.000Z;9.09
Power;2015-06-06T21:45:55.000Z;10.436
Power;2015-06-06T21:46:00.000Z;10.81
Power;2015-06-06T21:46:05.000Z;10.01
Power;2015-06-06T21:46:10.000Z;10.488
Power;2015-06-06T21:46:15.000Z;8.96
Power;2015-06-06T21:46:20.000Z;10.804
Power;2015-06-06T21:46:25.000Z;11.264999999999999
Power;2015-06-06T21:46:30.000Z;11.33
Power;2015-06-06T21:46:35.000Z;11.135
Power;2015-06-06T21:46:40.000Z;11.225999999999999
Power;2015-06-06T21:46:45.000Z;8.324
Power;2015-06-06T21:46:50.000Z;2.815
Power;2015-06-06T21:46:55.000Z;1.612
Power;2015-06-06T21:47:00.000Z;1.82
Power;2015-06-06T21:47:05.000Z;1.56
Power;2015-06-06T21:47:10.000Z;1.56
Power;2015-06-06T21:47:15.000Z;1.612
Power;2015-06-06T21:47:20.000Z;1.56
Power;2015-06-06T21:47:25.000Z;1.612
Power;2015-06-06T21:47:30.000Z;1.612
Power;2015-06-06T21:47:35.000Z;1.6466666666666667
Power;2015-06-06T21:47:40.000Z;1.56
Power;2015-06-06T21:47:45.000Z;1.56
Power;2015-06-06T21:47:50.000Z;1.612
Power;2015-06-06T21:47:55.000Z;1.625
Power;2015-06-06T21:48:00.000Z;1.56
Power;2015-06-06T21:48:05.000Z;1.56
Power;2015-06-06T21:48:10.000Z;1.56
Power;2015-06-06T21:48:15.000Z;1.56
Power;2015-06-06T21:48:20.000Z;1.56
Power;2015-06-06T21:48:25.000Z;1.56
Power;2015-06-06T21:48:30.000Z;1.56
Power;2015-06-06T21:48:35.000Z;1.56
Power;2015-06-06T21:48:40.000Z;1.56
Power;2015-06-06T21:48:45.000Z;1.612
Power;2015-06-06T21:48:50.000Z;1.612
Power;2015-06-06T21:48:55.000Z;1.56
Power;2015-06-06T21:49:00.000Z;1.56
Power;2015-06-06T21:49:05.000Z;1.56
Power;2015-06-06T21:49:10.000Z;1.56
Power;2015-06-06T21:49:15.000Z;1.6640000000000001
Power;2015-06-06T21:49:20.000Z;1.56
Power;2015-06-06T21:49:25.000Z;1.56
Power;2015-06-06T21:49:30.000Z;1.56
Power;2015-06-06T21:49:35.000Z;1.56
Power;2015-06-06T21:49:40.000Z;1.612
Power;2015-06-06T21:49:45.000Z;1.56
Power;2015-06-06T21:49:50.000Z;1.56
Power;2015-06-06T21:49:55.000Z;1.56
Power;2015-06-06T21:50:00.000Z;1.56
Power;2015-06-06T21:50:05.000Z;1.56
Power;2015-06-06T21:50:10.000Z;1.56
Power;2015-06-06T21:50:15.000Z;1.56
Power;2015-06-06T21:50:20.000Z;1.612
Power;2015-06-06T21:50:25.000Z;1.625
Power;2015-06-06T21:50:30.000Z;1.56
Power;2015-06-06T21:50:35.000Z;1.56
Power;2015-06-06T21:50:40.000Z;1.56
Power;2015-06-06T21:50:45.000Z;1.56
Power;2015-06-06T21:50:50.000Z;1.56
Power;2015-06-06T21:50:55.000Z;1.56
Power;2015-06-06T21:51:00.000Z;1.56
Power;2015-06-06T21:51:05.000Z;1.56
Power;2015-06-06T21:51:10.000Z;1.56
Power;2015-06-06T21:51:15.000Z;1.56
Power;2015-06-06T21:51:20.000Z;1.56
Power;2015-06-06T21:51:25.000Z;1.56
Power;2015-06-06T21:51:30.000Z;1.56
Power;2015-06-06T21:51:35.000Z;1.56
Power;2015-06-06T21:51:40.000Z;1.625
Power;2015-06-06T21:51:45.000Z;1.508
Power;2015-06-06T21:51:50.000Z;1.612
Power;2015-06-06T21:51:55.000Z;1.625
Power;2015-06-06T21:52:00.000Z;1.56
Power;2015-06-06T21:52:05.000Z;1.56
Power;2015-06-06T21:52:10.000Z;1.56
Power;2015-06-06T21:52:15.000Z;1.625
Power;2015-06-06T21:52:20.000Z;1.56
Power;2015-06-06T21:52:25.000Z;1.56
Power;2015-06-06T21:52:30.000Z;1.625
Power;2015-06-06T21:52:35.000Z;1.56
Power;2015-06-06T21:52:40.000Z;1.56
Power;2015-06-06T21:52:45.000Z;1.56
Power;2015-06-06T21:52:50.000Z;1.56
Power;2015-06-06T21:52:55.000Z;1.56
Power;2015-06-06T21:53:00.000Z;1.56
Power;2015-06-06T21:53:05.000Z;1.612
Power;2015-06-06T21:53:10.000Z;1.612
Power;2015-06-06T21:53:15.000Z;1.56
Power;2015-06-06T21:53:20.000Z;1.56
Power;2015-06-06T21:53:25.000Z;1.625
Power;2015-06-06T21:53:30.000Z;1.56
Power;2015-06-06T21:53:35.000Z;1.56
Power;2015-06-06T21:53:40.000Z;1.612
Power;2015-06-06T21:53:45.000Z;1.56
Power;2015-06-06T21:53:50.000Z;1.56
Power;2015-06-06T21:53:55.000Z;1.56
Power;2015-06-06T21:54:00.000Z;1.56
Power;2015-06-06T21:54:05.000Z;1.56
Power;2015-06-06T21:54:10.000Z;1.56
Power;2015-06-06T21:54:15.000Z;1.56
Power;2015-06-06T21:54:20.000Z;1.56
Power;2015-06-06T21:54:25.000Z;1.56
Power;2015-06-06T21:54:30.000Z;1.56
Power;2015-06-06T21:54:35.000Z;1.625
Power;2015-06-06T21:54:40.000Z;1.612
Power;2015-06-06T21:54:45.000Z;1.56
Power;2015-06-06T21:54:50.000Z;1.56
Power;2015-06-06T21:54:55.000Z;1.56
Power;2015-06-06T21:55:00.000Z;1.56
Power;2015-06-06T21:55:05.000Z;1.56
Power;2015-06-06T21:55:10.000Z;1.56
Power;2015-06-06T21:55:15.000Z;1.612
Power;2015-06-06T21:55:20.000Z;1.625
Power;2015-06-06T21:55:25.000Z;1.56
Power;2015-06-06T21:55:30.000Z;1.56
Power;2015-06-06T21:55:35.000Z;1.6900000000000002
Power;2015-06-06T21:55:40.000Z;1.56
Power;2015-06-06T21:55:45.000Z;1.56
Power;2015-06-06T21:55:50.000Z;1.56
Power;2015-06-06T21:55:55.000Z;1.56
Power;2015-06-06T21:56:00.000Z;1.56
Power;2015-06-06T21:56:05.000Z;1.612
Power;2015-06-06T21:56:10.000Z;1.56
Power;2015-06-06T21:56:15.000Z;1.56
Power;2015-06-06T21:56:20.000Z;1.495
Power;2015-06-06T21:56:25.000Z;1.612
Power;2015-06-06T21:56:30.000Z;1.56
Power;2015-06-06T21:56:35.000Z;1.56
Power;2015-06-06T21:56:40.000Z;1.56
Power;2015-06-06T21:56:45.000Z;1.56
Power;2015-06-06T21:56:50.000Z;1.612
Power;2015-06-06T21:56:55.000Z;1.612
Power;2015-06-06T21:57:00.000Z;1.56
Power;2015-06-06T21:57:05.000Z;1.56
Power;2015-06-06T21:57:10.000Z;1.6640000000000001
Power;2015-06-06T21:57:15.000Z;1.56
Power;2015-06-06T21:57:20.000Z;1.56
Power;2015-06-06T21:57:25.000Z;1.56
Power;2015-06-06T21:57:30.000Z;1.56
Power;2015-06-06T21:57:35.000Z;1.56
Power;2015-06-06T21:57:40.000Z;1.56
Power;2015-06-06T21:57:45.000Z;1.56
Power;2015-06-06T21:57:50.000Z;1.612
Power;2015-06-06T21:57:55.000Z;1.56
Power;2015-06-06T21:58:00.000Z;1.56
Power;2015-06-06T21:58:05.000Z;1.56
Power;2015-06-06T21:58:10.000Z;1.56
Power;2015-06-06T21:58:15.000Z;1.56
Power;2015-06-06T21:58:20.000Z;1.56
Power;2015-06-06T21:58:25.000Z;1.625
Power;2015-06-06T21:58:30.000Z;1.56
Power;2015-06-06T21:58:35.000Z;1.56
Power;2015-06-06T21:58:40.000Z;1.56
Power;2015-06-06T21:58:45.000Z;1.612
Power;2015-06-06T21:58:50.000Z;1.625
Power;2015-06-06T21:58:55.000Z;1.56
Power;2015-06-06T21:59:00.000Z;1.56
Power;2015-06-06T21:59:05.000Z;1.56
Power;2015-06-06T21:59:10.000Z;1.56
Power;2015-06-06T21:59:15.000Z;1.56
Power;2015-06-06T21:59:20.000Z;1.612
Power;2015-06-06T21:59:25.000Z;1.56
Power;2015-06-06T21:59:30.000Z;1.56
Power;2015-06-06T21:59:35.000Z;1.6640000000000001
Power;2015-06-06T21:59:40.000Z;1.56
Power;2015-06-06T21:59:45.000Z;1.56
Power;2015-06-06T21:59:50.000Z;1.56
Power;2015-06-06T21:59:55.000Z;1.56
Power;2015-06-06T22:00:00.000Z;1.56
Power;2015-06-06T22:00:05.000Z;1.56
Power;2015-06-06T22:00:10.000Z;1.56
Power;2015-06-06T22:00:15.000Z;1.56
Power;2015-06-06T22:00:20.000Z;1.56
Power;2015-06-06T22:00:25.000Z;1.56
Power;2015-06-06T22:00:30.000Z;1.56
Power;2015-06-06T22:00:35.000Z;1.56
Power;2015-06-06T22:00:40.000Z;1.56
Power;2015-06-06T22:00:45.000Z;1.56
Power;2015-06-06T22:00:50.000Z;1.56
Power;2015-06-06T22:00:55.000Z;1.56
Power;2015-06-06T22:01:00.000Z;1.56
Power;2015-06-06T22:01:05.000Z;1.56
Power;2015-06-06T22:01:10.000Z;1.56
Power;2015-06-06T22:01:15.000Z;1.612
Power;2015-06-06T22:01:20.000Z;1.612
Power;2015-06-06T22:01:25.000Z;1.56
Power;2015-06-06T22:01:30.000Z;1.56
Power;2015-06-06T22:01:35.000Z;1.56
Power;2015-06-06T22:01:40.000Z;1.56
Power;2015-06-06T22:01:45.000Z;1.56
Power;2015-06-06T22:01:50.000Z;1.56
Power;2015-06-06T22:01:55.000Z;1.612
Power;2015-06-06T22:02:00.000Z;1.56
Power;2015-06-06T22:02:05.000Z;1.4560000000000002
Power;2015-06-06T22:02:10.000Z;1.625
Power;2015-06-06T22:02:15.000Z;1.612
Power;2015-06-06T22:02:20.000Z;1.56
Power;2015-06-06T22:02:25.000Z;1.56
Power;2015-06-06T22:02:30.000Z;1.56
Power;2015-06-06T22:02:35.000Z;1.56
Power;2015-06-06T22:02:40.000Z;1.56
Power;2015-06-06T22:02:45.000Z;1.612
Power;2015-06-06T22:02:50.000Z;1.625
Power;2015-06-06T22:02:55.000Z;1.612
Power;2015-06-06T22:03:00.000Z;1.56
Power;2015-06-06T22:03:05.000Z;1.56
Power;2015-06-06T22:03:10.000Z;1.56
Power;2015-06-06T22:03:15.000Z;1.612
Power;2015-06-06T22:03:20.000Z;1.625
Power;2015-06-06T22:03:25.000Z;1.56
Power;2015-06-06T22:03:30.000Z;1.56
Power;2015-06-06T22:03:35.000Z;1.56
Power;2015-06-06T22:03:40.000Z;1.612
Power;2015-06-06T22:03:45.000Z;1.56
Power;2015-06-06T22:03:50.000Z;1.56
Power;2015-06-06T22:03:55.000Z;1.56
Power;2015-06-06T22:04:00.000Z;1.56
Power;2015-06-06T22:04:05.000Z;1.625
Power;2015-06-06T22:04:10.000Z;1.56
Power;2015-06-06T22:04:15.000Z;1.6640000000000001
Power;2015-06-06T22:04:20.000Z;1.56
Power;2015-06-06T22:04:25.000Z;1.612
Power;2015-06-06T22:04:30.000Z;1.625
Power;2015-06-06T22:04:35.000Z;1.56
Power;2015-06-06T22:04:40.000Z;1.56
Power;2015-06-06T22:04:45.000Z;1.612
Power;2015-06-06T22:04:50.000Z;1.612
Power;2015-06-06T22:04:55.000Z;1.56
Power;2015-06-06T22:05:00.000Z;1.56
Power;2015-06-06T22:05:05.000Z;1.612
Power;2015-06-06T22:05:10.000Z;1.612
Power;2015-06-06T22:05:15.000Z;1.625
Power;2015-06-06T22:05:20.000Z;1.612
Power;2015-06-06T22:05:25.000Z;1.56
Power;2015-06-06T22:05:30.000Z;1.56
Power;2015-06-06T22:05:35.000Z;1.56
Power;2015-06-06T22:05:40.000Z;1.6640000000000001
Power;2015-06-06T22:05:45.000Z;1.56
Power;2015-06-06T22:05:50.000Z;1.625
Power;2015-06-06T22:05:55.000Z;1.612
Power;2015-06-06T22:06:00.000Z;1.56
Power;2015-06-06T22:06:05.000Z;1.612
Power;2015-06-06T22:06:10.000Z;1.625
Power;2015-06-06T22:06:15.000Z;1.612
Power;2015-06-06T22:06:20.000Z;1.56
Power;2015-06-06T22:06:25.000Z;1.56
Power;2015-06-06T22:06:30.000Z;1.612
Power;2015-06-06T22:06:35.000Z;1.625
Power;2015-06-06T22:06:40.000Z;1.56
Power;2015-06-06T22:06:45.000Z;3.9399999999999995
Power;2015-06-06T22:06:50.000Z;10.17
Power;2015-06-06T22:06:55.000Z;12.812
Power;2015-06-06T22:07:00.000Z;16.09
Power;2015-06-06T22:07:05.000Z;15.030000000000001
Power;2015-06-06T22:07:10.000Z;12.232000000000001
Power;2015-06-06T22:07:15.000Z;11.756
Power;2015-06-06T22:07:20.000Z;11.465
Power;2015-06-06T22:07:25.000Z;9.641999999999998
Power;2015-06-06T22:07:30.000Z;4.265000000000001
Power;2015-06-06T22:07:35.000Z;1.612
Power;2015-06-06T22:07:40.000Z;1.664
Power;2015-06-06T22:07:45.000Z;1.625
Power;2015-06-06T22:07:50.000Z;1.612
Power;2015-06-06T22:07:55.000Z;1.69
Power;2015-06-06T22:08:00.000Z;1.56
Power;2015-06-06T22:08:05.000Z;1.69
Power;2015-06-06T22:08:10.000Z;1.56
Power;2015-06-06T22:08:15.000Z;1.6640000000000001
Power;2015-06-06T22:08:20.000Z;1.6900000000000002
Power;2015-06-06T22:08:25.000Z;2.6700000000000004
Power;2015-06-06T22:08:30.000Z;7.835000000000001
Power;2015-06-06T22:08:35.000Z;11.174
Power;2015-06-06T22:08:40.000Z;10.875
Power;2015-06-06T22:08:45.000Z;10.966000000000001
Power;2015-06-06T22:08:50.000Z;10.914000000000001
Power;2015-06-06T22:08:55.000Z;11.005
Power;2015-06-06T22:09:00.000Z;11.6
Power;2015-06-06T22:09:05.000Z;12.6
Power;2015-06-06T22:09:10.000Z;14.608
Power;2015-06-06T22:09:15.000Z;15.427500000000002
Power;2015-06-06T22:09:20.000Z;12.18
Power;2015-06-06T22:09:25.000Z;11.3325
Power;2015-06-06T22:09:30.000Z;11.122
Power;2015-06-06T22:09:35.000Z;10.646
Power;2015-06-06T22:09:40.000Z;6.115
Power;2015-06-06T22:09:45.000Z;1.77
Power;2015-06-06T22:09:50.000Z;1.625
Power;2015-06-06T22:09:55.000Z;1.612
Power;2015-06-06T22:10:00.000Z;1.56
Power;2015-06-06T22:10:05.000Z;1.6640000000000001
Power;2015-06-06T22:10:10.000Z;1.625
Power;2015-06-06T22:10:15.000Z;1.612
Power;2015-06-06T22:10:20.000Z;1.69
Power;2015-06-06T22:10:25.000Z;1.56
Power;2015-06-06T22:10:30.000Z;1.612
Power;2015-06-06T22:10:35.000Z;1.8875000000000002
Power;2015-06-06T22:10:40.000Z;6.369999999999999
Power;2015-06-06T22:10:45.000Z;11.135
Power;2015-06-06T22:10:50.000Z;11.278
Power;2015-06-06T22:10:55.000Z;11.225999999999999
Power;2015-06-06T22:11:00.000Z;11.07
Power;2015-06-06T22:11:05.000Z;11.225999999999999
Power;2015-06-06T22:11:10.000Z;9.879999999999999
Power;2015-06-06T22:11:15.000Z;4.36
Power;2015-06-06T22:11:20.000Z;1.6900000000000002
Power;2015-06-06T22:11:25.000Z;1.6640000000000001
Power;2015-06-06T22:11:30.000Z;1.612
Power;2015-06-06T22:11:35.000Z;1.625
Power;2015-06-06T22:11:40.000Z;1.664
Power;2015-06-06T22:11:45.000Z;1.625
Power;2015-06-06T22:11:50.000Z;1.612
Power;2015-06-06T22:11:55.000Z;1.69
Power;2015-06-06T22:12:00.000Z;1.56
Power;2015-06-06T22:12:05.000Z;1.625
Power;2015-06-06T22:12:10.000Z;1.6640000000000001
Power;2015-06-06T22:12:15.000Z;1.625
Power;2015-06-06T22:12:20.000Z;1.7159999999999997
Power;2015-06-06T22:12:25.000Z;1.6640000000000001
Power;2015-06-06T22:12:30.000Z;1.625
Power;2015-06-06T22:12:35.000Z;1.612
Power;2015-06-06T22:12:40.000Z;1.6640000000000001
Power;2015-06-06T22:12:45.000Z;1.6900000000000002
Power;2015-06-06T22:12:50.000Z;1.6640000000000001
Power;2015-06-06T22:12:55.000Z;1.625
Power;2015-06-06T22:13:00.000Z;1.69
Power;2015-06-06T22:13:05.000Z;1.625
Power;2015-06-06T22:13:10.000Z;1.6640000000000001
Power;2015-06-06T22:13:15.000Z;1.6900000000000002
Power;2015-06-06T22:13:20.000Z;1.6640000000000001
Power;2015-06-06T22:13:25.000Z;1.6900000000000002
Power;2015-06-06T22:13:30.000Z;1.612
Power;2015-06-06T22:13:35.000Z;1.612
