Series;Time;Value
Power;2015-06-06T20:40:55.000Z;137.04
Power;2015-06-06T20:41:00.000Z;137.04
Power;2015-06-06T20:41:05.000Z;136.832
Power;2015-06-06T20:41:10.000Z;136.78
Power;2015-06-06T20:41:15.000Z;136.78
Power;2015-06-06T20:41:20.000Z;136.93599999999998
Power;2015-06-06T20:41:25.000Z;137.1075
Power;2015-06-06T20:41:30.000Z;136.884
Power;2015-06-06T20:41:35.000Z;136.845
Power;2015-06-06T20:41:40.000Z;136.832
Power;2015-06-06T20:41:45.000Z;136.78
Power;2015-06-06T20:41:50.000Z;136.845
Power;2015-06-06T20:41:55.000Z;136.726
Power;2015-06-06T20:42:00.000Z;136.51
Power;2015-06-06T20:42:05.000Z;136.726
Power;2015-06-06T20:42:10.000Z;138.10000000000002
Power;2015-06-06T20:42:15.000Z;139.79000000000002
Power;2015-06-06T20:42:20.000Z;140.145
Power;2015-06-06T20:42:25.000Z;140.264
Power;2015-06-06T20:42:30.000Z;140.4125
Power;2015-06-06T20:42:35.000Z;140.63600000000002
Power;2015-06-06T20:42:40.000Z;140.34500000000003
Power;2015-06-06T20:42:45.000Z;137.888
Power;2015-06-06T20:42:50.000Z;136.93599999999998
Power;2015-06-06T20:42:55.000Z;136.91
Power;2015-06-06T20:43:00.000Z;136.78
Power;2015-06-06T20:43:05.000Z;136.78
Power;2015-06-06T20:43:10.000Z;136.726
Power;2015-06-06T20:43:15.000Z;136.5775
Power;2015-06-06T20:43:20.000Z;136.564
Power;2015-06-06T20:43:25.000Z;136.5775
Power;2015-06-06T20:43:30.000Z;136.458
Power;2015-06-06T20:43:35.000Z;136.458
Power;2015-06-06T20:43:40.000Z;136.315
Power;2015-06-06T20:43:45.000Z;136.406
Power;2015-06-06T20:43:50.000Z;136.51
Power;2015-06-06T20:43:55.000Z;136.51
Power;2015-06-06T20:44:00.000Z;136.51
Power;2015-06-06T20:44:05.000Z;136.564
Power;2015-06-06T20:44:10.000Z;136.51
Power;2015-06-06T20:44:15.000Z;136.406
Power;2015-06-06T20:44:20.000Z;136.315
Power;2015-06-06T20:44:25.000Z;136.25
Power;2015-06-06T20:44:30.000Z;136.25
Power;2015-06-06T20:44:35.000Z;136.445
Power;2015-06-06T20:44:40.000Z;136.302
Power;2015-06-06T20:44:45.000Z;136.055
Power;2015-06-06T20:44:50.000Z;136.042
Power;2015-06-06T20:44:55.000Z;136.185
Power;2015-06-06T20:45:00.000Z;135.99
Power;2015-06-06T20:45:05.000Z;136.055
Power;2015-06-06T20:45:10.000Z;135.936
Power;2015-06-06T20:45:15.000Z;135.85500000000002
Power;2015-06-06T20:45:20.000Z;135.774
Power;2015-06-06T20:45:25.000Z;135.668
Power;2015-06-06T20:45:30.000Z;135.655
Power;2015-06-06T20:45:35.000Z;135.564
Power;2015-06-06T20:45:40.000Z;135.525
Power;2015-06-06T20:45:45.000Z;135.668
Power;2015-06-06T20:45:50.000Z;135.882
Power;2015-06-06T20:45:55.000Z;135.7875
Power;2015-06-06T20:46:00.000Z;135.99
Power;2015-06-06T20:46:05.000Z;135.99
Power;2015-06-06T20:46:10.000Z;136.14600000000002
Power;2015-06-06T20:46:15.000Z;136.25
Power;2015-06-06T20:46:20.000Z;136.14600000000002
Power;2015-06-06T20:46:25.000Z;135.7875
Power;2015-06-06T20:46:30.000Z;135.882
Power;2015-06-06T20:46:35.000Z;135.72
Power;2015-06-06T20:46:40.000Z;135.72
Power;2015-06-06T20:46:45.000Z;135.936
Power;2015-06-06T20:46:50.000Z;136.25
Power;2015-06-06T20:46:55.000Z;136.51
Power;2015-06-06T20:47:00.000Z;136.64499999999998
Power;2015-06-06T20:47:05.000Z;136.5775
Power;2015-06-06T20:47:10.000Z;136.51
Power;2015-06-06T20:47:15.000Z;136.51
Power;2015-06-06T20:47:20.000Z;136.64499999999998
Power;2015-06-06T20:47:25.000Z;136.618
Power;2015-06-06T20:47:30.000Z;136.78
Power;2015-06-06T20:47:35.000Z;136.7775
Power;2015-06-06T20:47:40.000Z;136.618
Power;2015-06-06T20:47:45.000Z;136.42333333333332
Power;2015-06-06T20:47:50.000Z;136.564
Power;2015-06-06T20:47:55.000Z;136.64499999999998
Power;2015-06-06T20:48:00.000Z;136.78
Power;2015-06-06T20:48:05.000Z;136.672
Power;2015-06-06T20:48:10.000Z;136.78
Power;2015-06-06T20:48:15.000Z;136.64499999999998
Power;2015-06-06T20:48:20.000Z;136.512
Power;2015-06-06T20:48:25.000Z;136.445
Power;2015-06-06T20:48:30.000Z;136.406
Power;2015-06-06T20:48:35.000Z;136.458
Power;2015-06-06T20:48:40.000Z;136.445
Power;2015-06-06T20:48:45.000Z;136.564
Power;2015-06-06T20:48:50.000Z;136.618
Power;2015-06-06T20:48:55.000Z;136.5775
Power;2015-06-06T20:49:00.000Z;136.78
Power;2015-06-06T20:49:05.000Z;136.458
Power;2015-06-06T20:49:10.000Z;136.406
Power;2015-06-06T20:49:15.000Z;136.445
Power;2015-06-06T20:49:20.000Z;136.564
Power;2015-06-06T20:49:25.000Z;136.5775
Power;2015-06-06T20:49:30.000Z;136.726
Power;2015-06-06T20:49:35.000Z;136.726
Power;2015-06-06T20:49:40.000Z;134.795
Power;2015-06-06T20:49:45.000Z;83.91
Power;2015-06-06T20:49:50.000Z;25.989999999999995
Power;2015-06-06T20:49:55.000Z;17.142
Power;2015-06-06T20:50:00.000Z;16.88
Power;2015-06-06T20:50:05.000Z;15.241999999999997
Power;2015-06-06T20:50:10.000Z;10.542499999999999
Power;2015-06-06T20:50:15.000Z;11.597999999999999
Power;2015-06-06T20:50:20.000Z;9.75
Power;2015-06-06T20:50:25.000Z;11.173999999999998
Power;2015-06-06T20:50:30.000Z;10.21
Power;2015-06-06T20:50:35.000Z;10.278
Power;2015-06-06T20:50:40.000Z;10.805
Power;2015-06-06T20:50:45.000Z;9.428
Power;2015-06-06T20:50:50.000Z;11.334999999999999
Power;2015-06-06T20:50:55.000Z;11.808
Power;2015-06-06T20:51:00.000Z;11.86
Power;2015-06-06T20:51:05.000Z;11.808
Power;2015-06-06T20:51:10.000Z;11.73
Power;2015-06-06T20:51:15.000Z;11.862
Power;2015-06-06T20:51:20.000Z;12.39
Power;2015-06-06T20:51:25.000Z;12.65
Power;2015-06-06T20:51:30.000Z;12.598
Power;2015-06-06T20:51:35.000Z;12.39
Power;2015-06-06T20:51:40.000Z;28.078000000000003
Power;2015-06-06T20:51:45.000Z;91.1625
Power;2015-06-06T20:51:50.000Z;129.596
Power;2015-06-06T20:51:55.000Z;137.93800000000002
Power;2015-06-06T20:52:00.000Z;146.55
Power;2015-06-06T20:52:05.000Z;131.4325
Power;2015-06-06T20:52:10.000Z;36.053999999999995
Power;2015-06-06T20:52:15.000Z;1.664
Power;2015-06-06T20:52:20.000Z;22.955
Power;2015-06-06T20:52:25.000Z;97.906
Power;2015-06-06T20:52:30.000Z;137.31
Power;2015-06-06T20:52:35.000Z;137.094
Power;2015-06-06T20:52:40.000Z;136.975
Power;2015-06-06T20:52:45.000Z;136.832
Power;2015-06-06T20:52:50.000Z;136.7125
Power;2015-06-06T20:52:55.000Z;136.726
Power;2015-06-06T20:53:00.000Z;136.78
Power;2015-06-06T20:53:05.000Z;136.618
Power;2015-06-06T20:53:10.000Z;136.51
Power;2015-06-06T20:53:15.000Z;136.564
Power;2015-06-06T20:53:20.000Z;136.78
Power;2015-06-06T20:53:25.000Z;136.726
Power;2015-06-06T20:53:30.000Z;136.832
Power;2015-06-06T20:53:35.000Z;136.78
Power;2015-06-06T20:53:40.000Z;136.78
Power;2015-06-06T20:53:45.000Z;136.7125
Power;2015-06-06T20:53:50.000Z;136.726
Power;2015-06-06T20:53:55.000Z;136.78
Power;2015-06-06T20:54:00.000Z;136.78
Power;2015-06-06T20:54:05.000Z;136.7125
Power;2015-06-06T20:54:10.000Z;136.78
Power;2015-06-06T20:54:15.000Z;136.5775
Power;2015-06-06T20:54:20.000Z;136.458
Power;2015-06-06T20:54:25.000Z;136.445
Power;2015-06-06T20:54:30.000Z;136.564
Power;2015-06-06T20:54:35.000Z;136.445
Power;2015-06-06T20:54:40.000Z;136.14600000000002
Power;2015-06-06T20:54:45.000Z;136.094
Power;2015-06-06T20:54:50.000Z;136.12
Power;2015-06-06T20:54:55.000Z;136.042
Power;2015-06-06T20:55:00.000Z;135.99
Power;2015-06-06T20:55:05.000Z;135.99
Power;2015-06-06T20:55:10.000Z;136.055
Power;2015-06-06T20:55:15.000Z;135.882
Power;2015-06-06T20:55:20.000Z;135.72
Power;2015-06-06T20:55:25.000Z;135.72
Power;2015-06-06T20:55:30.000Z;135.774
Power;2015-06-06T20:55:35.000Z;136.12
Power;2015-06-06T20:55:40.000Z;136.512
Power;2015-06-06T20:55:45.000Z;136.7125
Power;2015-06-06T20:55:50.000Z;136.832
Power;2015-06-06T20:55:55.000Z;136.618
Power;2015-06-06T20:56:00.000Z;136.51
Power;2015-06-06T20:56:05.000Z;136.726
Power;2015-06-06T20:56:10.000Z;136.7125
Power;2015-06-06T20:56:15.000Z;136.672
Power;2015-06-06T20:56:20.000Z;136.64499999999998
Power;2015-06-06T20:56:25.000Z;136.726
Power;2015-06-06T20:56:30.000Z;136.64499999999998
Power;2015-06-06T20:56:35.000Z;136.618
Power;2015-06-06T20:56:40.000Z;136.672
Power;2015-06-06T20:56:45.000Z;136.78
Power;2015-06-06T20:56:50.000Z;136.832
Power;2015-06-06T20:56:55.000Z;136.78
Power;2015-06-06T20:57:00.000Z;136.91
Power;2015-06-06T20:57:05.000Z;136.64499999999998
Power;2015-06-06T20:57:10.000Z;136.78
Power;2015-06-06T20:57:15.000Z;136.726
Power;2015-06-06T20:57:20.000Z;136.78
Power;2015-06-06T20:57:25.000Z;136.78
Power;2015-06-06T20:57:30.000Z;136.78
Power;2015-06-06T20:57:35.000Z;136.672
Power;2015-06-06T20:57:40.000Z;136.458
Power;2015-06-06T20:57:45.000Z;136.445
Power;2015-06-06T20:57:50.000Z;136.51
Power;2015-06-06T20:57:55.000Z;136.5775
Power;2015-06-06T20:58:00.000Z;136.38
Power;2015-06-06T20:58:05.000Z;136.185
Power;2015-06-06T20:58:10.000Z;135.936
Power;2015-06-06T20:58:15.000Z;135.99
Power;2015-06-06T20:58:20.000Z;136.042
Power;2015-06-06T20:58:25.000Z;136.198
Power;2015-06-06T20:58:30.000Z;136.25
Power;2015-06-06T20:58:35.000Z;136.35399999999998
Power;2015-06-06T20:58:40.000Z;136.14600000000002
Power;2015-06-06T20:58:45.000Z;136.12
Power;2015-06-06T20:58:50.000Z;136.094
Power;2015-06-06T20:58:55.000Z;136.12
Power;2015-06-06T20:59:00.000Z;136.12
Power;2015-06-06T20:59:05.000Z;136.12
Power;2015-06-06T20:59:10.000Z;135.99
Power;2015-06-06T20:59:15.000Z;135.99
Power;2015-06-06T20:59:20.000Z;135.936
Power;2015-06-06T20:59:25.000Z;135.99
Power;2015-06-06T20:59:30.000Z;136.094
Power;2015-06-06T20:59:35.000Z;136.512
Power;2015-06-06T20:59:40.000Z;136.7125
Power;2015-06-06T20:59:45.000Z;136.406
Power;2015-06-06T20:59:50.000Z;136.445
Power;2015-06-06T20:59:55.000Z;136.406
Power;2015-06-06T21:00:00.000Z;136.25
Power;2015-06-06T21:00:05.000Z;136.25
Power;2015-06-06T21:00:10.000Z;136.25
Power;2015-06-06T21:00:15.000Z;136.25
Power;2015-06-06T21:00:20.000Z;136.25
Power;2015-06-06T21:00:25.000Z;89.3125
Power;2015-06-06T21:00:30.000Z;31.406000000000002
Power;2015-06-06T21:00:35.000Z;17.6725
Power;2015-06-06T21:00:40.000Z;17.46
Power;2015-06-06T21:00:45.000Z;15.6925
Power;2015-06-06T21:00:50.000Z;10.594000000000001
Power;2015-06-06T21:00:55.000Z;12.338
Power;2015-06-06T21:01:00.000Z;10.01
Power;2015-06-06T21:01:05.000Z;10.475
Power;2015-06-06T21:01:10.000Z;10.276000000000002
Power;2015-06-06T21:01:15.000Z;9.854
Power;2015-06-06T21:01:20.000Z;11.002500000000001
Power;2015-06-06T21:01:25.000Z;9.48
Power;2015-06-06T21:01:30.000Z;10.805
Power;2015-06-06T21:01:35.000Z;11.652000000000001
Power;2015-06-06T21:01:40.000Z;11.6
Power;2015-06-06T21:01:45.000Z;11.6
Power;2015-06-06T21:01:50.000Z;11.6
Power;2015-06-06T21:01:55.000Z;11.546000000000001
Power;2015-06-06T21:02:00.000Z;11.86
Power;2015-06-06T21:02:05.000Z;12.650000000000002
Power;2015-06-06T21:02:10.000Z;12.65
Power;2015-06-06T21:02:15.000Z;12.650000000000002
Power;2015-06-06T21:02:20.000Z;22.634
Power;2015-06-06T21:02:25.000Z;83.7
Power;2015-06-06T21:02:30.000Z;130.074
Power;2015-06-06T21:02:35.000Z;137.362
Power;2015-06-06T21:02:40.000Z;145.1625
Power;2015-06-06T21:02:45.000Z;124.21000000000001
Power;2015-06-06T21:02:50.000Z;32.595
Power;2015-06-06T21:02:55.000Z;1.664
Power;2015-06-06T21:03:00.000Z;1.56
Power;2015-06-06T21:03:05.000Z;100.44200000000001
Power;2015-06-06T21:03:10.000Z;136.5775
Power;2015-06-06T21:03:15.000Z;136.198
Power;2015-06-06T21:03:20.000Z;136.055
Power;2015-06-06T21:03:25.000Z;135.99
Power;2015-06-06T21:03:30.000Z;135.828
Power;2015-06-06T21:03:35.000Z;136.094
Power;2015-06-06T21:03:40.000Z;135.99
Power;2015-06-06T21:03:45.000Z;135.936
Power;2015-06-06T21:03:50.000Z;136.25
Power;2015-06-06T21:03:55.000Z;136.51
Power;2015-06-06T21:04:00.000Z;136.51
Power;2015-06-06T21:04:05.000Z;136.406
Power;2015-06-06T21:04:10.000Z;136.25
Power;2015-06-06T21:04:15.000Z;136.25
Power;2015-06-06T21:04:20.000Z;136.12
Power;2015-06-06T21:04:25.000Z;136.094
Power;2015-06-06T21:04:30.000Z;136.094
Power;2015-06-06T21:04:35.000Z;136.055
Power;2015-06-06T21:04:40.000Z;136.094
Power;2015-06-06T21:04:45.000Z;136.12
Power;2015-06-06T21:04:50.000Z;135.936
Power;2015-06-06T21:04:55.000Z;135.7875
Power;2015-06-06T21:05:00.000Z;135.72
Power;2015-06-06T21:05:05.000Z;135.59
Power;2015-06-06T21:05:10.000Z;135.828
Power;2015-06-06T21:05:15.000Z;135.936
Power;2015-06-06T21:05:20.000Z;135.9225
Power;2015-06-06T21:05:25.000Z;135.828
Power;2015-06-06T21:05:30.000Z;135.7875
Power;2015-06-06T21:05:35.000Z;135.828
Power;2015-06-06T21:05:40.000Z;135.85500000000002
Power;2015-06-06T21:05:45.000Z;135.828
Power;2015-06-06T21:05:50.000Z;135.988
Power;2015-06-06T21:05:55.000Z;136.12
Power;2015-06-06T21:06:00.000Z;135.99
Power;2015-06-06T21:06:05.000Z;136.094
Power;2015-06-06T21:06:10.000Z;136.042
Power;2015-06-06T21:06:15.000Z;136.185
Power;2015-06-06T21:06:20.000Z;136.198
Power;2015-06-06T21:06:25.000Z;135.9225
Power;2015-06-06T21:06:30.000Z;135.828
Power;2015-06-06T21:06:35.000Z;135.828
Power;2015-06-06T21:06:40.000Z;135.72
Power;2015-06-06T21:06:45.000Z;135.72
Power;2015-06-06T21:06:50.000Z;135.85500000000002
Power;2015-06-06T21:06:55.000Z;135.828
Power;2015-06-06T21:07:00.000Z;135.72
Power;2015-06-06T21:07:05.000Z;135.72
Power;2015-06-06T21:07:10.000Z;135.72
Power;2015-06-06T21:07:15.000Z;135.828
Power;2015-06-06T21:07:20.000Z;135.99
Power;2015-06-06T21:07:25.000Z;136.055
Power;2015-06-06T21:07:30.000Z;135.882
Power;2015-06-06T21:07:35.000Z;135.7875
Power;2015-06-06T21:07:40.000Z;135.668
Power;2015-06-06T21:07:45.000Z;135.616
Power;2015-06-06T21:07:50.000Z;135.655
Power;2015-06-06T21:07:55.000Z;135.616
Power;2015-06-06T21:08:00.000Z;135.72
Power;2015-06-06T21:08:05.000Z;135.882
Power;2015-06-06T21:08:10.000Z;135.7875
Power;2015-06-06T21:08:15.000Z;135.72
Power;2015-06-06T21:08:20.000Z;135.99
Power;2015-06-06T21:08:25.000Z;136.094
Power;2015-06-06T21:08:30.000Z;136.055
Power;2015-06-06T21:08:35.000Z;135.99
Power;2015-06-06T21:08:40.000Z;136.14600000000002
Power;2015-06-06T21:08:45.000Z;136.25
Power;2015-06-06T21:08:50.000Z;136.458
Power;2015-06-06T21:08:55.000Z;136.445
Power;2015-06-06T21:09:00.000Z;136.51
Power;2015-06-06T21:09:05.000Z;100.27000000000001
Power;2015-06-06T21:09:10.000Z;30.297999999999995
Power;2015-06-06T21:09:15.000Z;17.354
Power;2015-06-06T21:09:20.000Z;18.0675
Power;2015-06-06T21:09:25.000Z;16.244000000000003
Power;2015-06-06T21:09:30.000Z;11.205000000000002
Power;2015-06-06T21:09:35.000Z;12.388
Power;2015-06-06T21:09:40.000Z;10.011999999999999
Power;2015-06-06T21:09:45.000Z;11.002499999999998
Power;2015-06-06T21:09:50.000Z;10.276000000000002
Power;2015-06-06T21:09:55.000Z;9.75
Power;2015-06-06T21:10:00.000Z;10.67
Power;2015-06-06T21:10:05.000Z;9.285000000000002
Power;2015-06-06T21:10:10.000Z;10.964
Power;2015-06-06T21:10:15.000Z;11.652000000000001
Power;2015-06-06T21:10:20.000Z;11.532499999999999
Power;2015-06-06T21:10:25.000Z;11.492
Power;2015-06-06T21:10:30.000Z;11.5325
Power;2015-06-06T21:10:35.000Z;11.492
Power;2015-06-06T21:10:40.000Z;11.995
Power;2015-06-06T21:10:45.000Z;12.39
Power;2015-06-06T21:10:50.000Z;12.597999999999999
Power;2015-06-06T21:10:55.000Z;12.65
Power;2015-06-06T21:11:00.000Z;30.215
Power;2015-06-06T21:11:05.000Z;96.3775
Power;2015-06-06T21:11:10.000Z;129.28
Power;2015-06-06T21:11:15.000Z;135.98499999999999
Power;2015-06-06T21:11:20.000Z;143.59
Power;2015-06-06T21:11:25.000Z;127.9325
Power;2015-06-06T21:11:30.000Z;32.674
Power;2015-06-06T21:11:35.000Z;1.612
Power;2015-06-06T21:11:40.000Z;21.235
Power;2015-06-06T21:11:45.000Z;99.65
Power;2015-06-06T21:11:50.000Z;136.055
Power;2015-06-06T21:11:55.000Z;135.936
Power;2015-06-06T21:12:00.000Z;135.99
Power;2015-06-06T21:12:05.000Z;135.882
Power;2015-06-06T21:12:10.000Z;135.7875
Power;2015-06-06T21:12:15.000Z;135.72
Power;2015-06-06T21:12:20.000Z;135.7875
Power;2015-06-06T21:12:25.000Z;135.882
Power;2015-06-06T21:12:30.000Z;135.882
Power;2015-06-06T21:12:35.000Z;135.655
Power;2015-06-06T21:12:40.000Z;135.72
Power;2015-06-06T21:12:45.000Z;135.655
Power;2015-06-06T21:12:50.000Z;135.564
Power;2015-06-06T21:12:55.000Z;135.512
Power;2015-06-06T21:13:00.000Z;135.46
Power;2015-06-06T21:13:05.000Z;135.59
Power;2015-06-06T21:13:10.000Z;135.722
Power;2015-06-06T21:13:15.000Z;135.828
Power;2015-06-06T21:13:20.000Z;135.72
Power;2015-06-06T21:13:25.000Z;135.774
Power;2015-06-06T21:13:30.000Z;135.72
Power;2015-06-06T21:13:35.000Z;135.616
Power;2015-06-06T21:13:40.000Z;153.5475
Power;2015-06-06T21:13:45.000Z;1117.71
Power;2015-06-06T21:13:50.000Z;1924.282
Power;2015-06-06T21:13:55.000Z;1956.2566666666664
Power;2015-06-06T21:14:00.000Z;1956.08
Power;2015-06-06T21:14:05.000Z;1949.4479999999999
Power;2015-06-06T21:14:10.000Z;1947.1975
Power;2015-06-06T21:14:15.000Z;1946.2379999999998
Power;2015-06-06T21:14:20.000Z;1944.552
Power;2015-06-06T21:14:25.000Z;1943.5775
Power;2015-06-06T21:14:30.000Z;1943.184
Power;2015-06-06T21:14:35.000Z;1942.8525000000002
Power;2015-06-06T21:14:40.000Z;1943.026
Power;2015-06-06T21:14:45.000Z;1942.92
Power;2015-06-06T21:14:50.000Z;1943.25
Power;2015-06-06T21:14:55.000Z;1943.866
Power;2015-06-06T21:15:00.000Z;1943.97
Power;2015-06-06T21:15:05.000Z;1942.2900000000004
Power;2015-06-06T21:15:10.000Z;1942.7249999999997
Power;2015-06-06T21:15:15.000Z;1944.816
Power;2015-06-06T21:15:20.000Z;1946.1449999999998
Power;2015-06-06T21:15:25.000Z;1945.394
Power;2015-06-06T21:15:30.000Z;1944.6580000000001
Power;2015-06-06T21:15:35.000Z;1942.3300000000002
Power;2015-06-06T21:15:40.000Z;1942.026
Power;2015-06-06T21:15:45.000Z;1937
Power;2015-06-06T21:15:50.000Z;1933.0525000000002
Power;2015-06-06T21:15:55.000Z;1933.1175
Power;2015-06-06T21:16:00.000Z;1933.18
Power;2015-06-06T21:16:05.000Z;1932.0260000000003
Power;2015-06-06T21:16:10.000Z;1932.5520000000001
Power;2015-06-06T21:16:15.000Z;1932.855
Power;2015-06-06T21:16:20.000Z;1930.0239999999997
Power;2015-06-06T21:16:25.000Z;1927.1299999999999
Power;2015-06-06T21:16:30.000Z;1926.8139999999999
Power;2015-06-06T21:16:35.000Z;1926.47
Power;2015-06-06T21:16:40.000Z;1926.7620000000002
Power;2015-06-06T21:16:45.000Z;1928.2379999999998
Power;2015-06-06T21:16:50.000Z;1935.025
Power;2015-06-06T21:16:55.000Z;1945.6080000000002
Power;2015-06-06T21:17:00.000Z;1947.92
Power;2015-06-06T21:17:05.000Z;1947.292
Power;2015-06-06T21:17:10.000Z;1947.0675
Power;2015-06-06T21:17:15.000Z;1946.448
Power;2015-06-06T21:17:20.000Z;1947.5275
Power;2015-06-06T21:17:25.000Z;1947.2359999999999
Power;2015-06-06T21:17:30.000Z;1947.6080000000002
Power;2015-06-06T21:17:35.000Z;1947.7250000000001
Power;2015-06-06T21:17:40.000Z;1945.8700000000001
Power;2015-06-06T21:17:45.000Z;1945.2250000000001
Power;2015-06-06T21:17:50.000Z;1944.708
Power;2015-06-06T21:17:55.000Z;1943.606
Power;2015-06-06T21:18:00.000Z;1940.03
Power;2015-06-06T21:18:05.000Z;1937.6040000000003
Power;2015-06-06T21:18:10.000Z;1937.9225
Power;2015-06-06T21:18:15.000Z;1939.08
Power;2015-06-06T21:18:20.000Z;1941.6050000000002
Power;2015-06-06T21:18:25.000Z;1949.924
Power;2015-06-06T21:18:30.000Z;1952.5040000000004
Power;2015-06-06T21:18:35.000Z;1952.4624999999999
Power;2015-06-06T21:18:40.000Z;1950.1860000000001
Power;2015-06-06T21:18:45.000Z;1948.91
Power;2015-06-06T21:18:50.000Z;1950.0800000000002
Power;2015-06-06T21:18:55.000Z;1952.3419999999999
Power;2015-06-06T21:19:00.000Z;1954.5
Power;2015-06-06T21:19:05.000Z;1956.08
Power;2015-06-06T21:19:10.000Z;1959.3725
Power;2015-06-06T21:19:15.000Z;1957.2380000000003
Power;2015-06-06T21:19:20.000Z;1954.3479999999997
Power;2015-06-06T21:19:25.000Z;1955.7525
Power;2015-06-06T21:19:30.000Z;1955.1339999999998
Power;2015-06-06T21:19:35.000Z;1954.2399999999998
Power;2015-06-06T21:19:40.000Z;1953.3824999999997
Power;2015-06-06T21:19:45.000Z;1951.766
Power;2015-06-06T21:19:50.000Z;1951.2775
Power;2015-06-06T21:19:55.000Z;1951.0819999999999
Power;2015-06-06T21:20:00.000Z;1947.4
Power;2015-06-06T21:20:05.000Z;1942.344
Power;2015-06-06T21:20:10.000Z;1942.2900000000004
Power;2015-06-06T21:20:15.000Z;1945.0249999999999
Power;2015-06-06T21:20:20.000Z;1949.924
Power;2015-06-06T21:20:25.000Z;1952.5949999999998
Power;2015-06-06T21:20:30.000Z;1952.712
Power;2015-06-06T21:20:35.000Z;1952.6079999999997
Power;2015-06-06T21:20:40.000Z;1951.4075
Power;2015-06-06T21:20:45.000Z;1949.554
Power;2015-06-06T21:20:50.000Z;1947.1860000000001
Power;2015-06-06T21:20:55.000Z;1943.4475
Power;2015-06-06T21:21:00.000Z;1943.97
Power;2015-06-06T21:21:05.000Z;1947.5020000000002
Power;2015-06-06T21:21:10.000Z;1946.1859999999997
Power;2015-06-06T21:21:15.000Z;1946.6075
Power;2015-06-06T21:21:20.000Z;1947.6599999999999
Power;2015-06-06T21:21:25.000Z;1947.87
Power;2015-06-06T21:21:30.000Z;1953.58
Power;2015-06-06T21:21:35.000Z;1802.7440000000001
Power;2015-06-06T21:21:40.000Z;903.1
Power;2015-06-06T21:21:45.000Z;137.09599999999998
Power;2015-06-06T21:21:50.000Z;140.108
Power;2015-06-06T21:21:55.000Z;143.515
Power;2015-06-06T21:22:00.000Z;144.44
Power;2015-06-06T21:22:05.000Z;144.332
Power;2015-06-06T21:22:10.000Z;144.332
Power;2015-06-06T21:22:15.000Z;144.305
Power;2015-06-06T21:22:20.000Z;144.278
Power;2015-06-06T21:22:25.000Z;144.305
Power;2015-06-06T21:22:30.000Z;144.44
Power;2015-06-06T21:22:35.000Z;144.386
Power;2015-06-06T21:22:40.000Z;144.505
Power;2015-06-06T21:22:45.000Z;144.596
Power;2015-06-06T21:22:50.000Z;142.39
Power;2015-06-06T21:22:55.000Z;137.35999999999999
Power;2015-06-06T21:23:00.000Z;136.51
Power;2015-06-06T21:23:05.000Z;136.406
Power;2015-06-06T21:23:10.000Z;136.35399999999998
Power;2015-06-06T21:23:15.000Z;136.185
Power;2015-06-06T21:23:20.000Z;136.094
Power;2015-06-06T21:23:25.000Z;136.055
Power;2015-06-06T21:23:30.000Z;537.6120000000001
Power;2015-06-06T21:23:35.000Z;1553.455
Power;2015-06-06T21:23:40.000Z;1964.0279999999998
Power;2015-06-06T21:23:45.000Z;1959.6080000000002
Power;2015-06-06T21:23:50.000Z;1959.1075
Power;2015-06-06T21:23:55.000Z;1960.716
Power;2015-06-06T21:24:00.000Z;1960.82
Power;2015-06-06T21:24:05.000Z;1960.2420000000002
Power;2015-06-06T21:24:10.000Z;1958.7800000000002
Power;2015-06-06T21:24:15.000Z;1958.4500000000003
Power;2015-06-06T21:24:20.000Z;1960.558
Power;2015-06-06T21:24:25.000Z;1961.8700000000003
Power;2015-06-06T21:24:30.000Z;1962.6599999999999
Power;2015-06-06T21:24:35.000Z;1964.344
Power;2015-06-06T21:24:40.000Z;1964.24
Power;2015-06-06T21:24:45.000Z;1964.976
Power;2015-06-06T21:24:50.000Z;1965.716
Power;2015-06-06T21:24:55.000Z;1964.44
Power;2015-06-06T21:25:00.000Z;1963.19
Power;2015-06-06T21:25:05.000Z;1963.975
Power;2015-06-06T21:25:10.000Z;1964.1879999999996
Power;2015-06-06T21:25:15.000Z;1963.9775
Power;2015-06-06T21:25:20.000Z;1963.3980000000001
Power;2015-06-06T21:25:25.000Z;1963.19
Power;2015-06-06T21:25:30.000Z;1964.4500000000003
Power;2015-06-06T21:25:35.000Z;1965.8179999999998
Power;2015-06-06T21:25:40.000Z;1965.0974999999999
Power;2015-06-06T21:25:45.000Z;1964.4499999999998
Power;2015-06-06T21:25:50.000Z;1963.7775000000001
Power;2015-06-06T21:25:55.000Z;1963.924
Power;2015-06-06T21:26:00.000Z;1963.45
Power;2015-06-06T21:26:05.000Z;1963.0820000000003
Power;2015-06-06T21:26:10.000Z;1964.4499999999998
Power;2015-06-06T21:26:15.000Z;1963.7775
Power;2015-06-06T21:26:20.000Z;1963.1
Power;2015-06-06T21:26:25.000Z;1963.8180000000002
Power;2015-06-06T21:26:30.000Z;1966.215
Power;2015-06-06T21:26:35.000Z;1968.134
Power;2015-06-06T21:26:40.000Z;1969.3439999999998
Power;2015-06-06T21:26:45.000Z;1968.3849999999998
Power;2015-06-06T21:26:50.000Z;1968.766
Power;2015-06-06T21:26:55.000Z;1967.66
Power;2015-06-06T21:27:00.000Z;1964.1100000000001
